t	3	4	5	6	8	10
1	11		20		30		29		37		15	
2	9		21		26		27		35		16	
3	17		46		92		116		208		97	
4	9		17		26		27		32		13	
5	7		9		12		13		9		4	
6	12		16		20		23		17		6	
7	4		7		11		11		15		10	
8	21		44		93		117		152		104	
9	9		13		23		32		24		9	
10	13		27		41		49		58		43	
11	8		15		22		31		24		9	
12	7		11		15		21		15		6	
13	6		11		12		16		12		5	
14	29		66		130		205		291		148	
15	5		5		13		25		23		18	
16	7		13		21		21		30		15	
17	7		11		16		16		20		7	
18	16		21		25		33		29		9	
19	5		9		14		14		21		13	
20	15		28		54		125		147		81	
