t	3	4	5	6	8	10
1	26		41		52		64		47		15	
2	32		53		49		64		49		16	
3	60		145		212		358		268		105	
4	36		56		48		52		35		12	
5	14		18		18		21		9		4	
6	29		36		35		36		16		6	
7	14		19		19		23		21		10	
8	67		130		182		300		184		108	
9	24		42		40		43		22		8	
10	41		83		75		98		72		46	
11	25		40		42		41		23		9	
12	20		30		30		29		14		6	
13	15		23		23		23		11		5	
14	119		307		502		553		430		167	
15	7		20		35		36		27		19	
16	26		41		38		52		41		16	
17	19		25		25		29		20		7	
18	39		61		52		54		27		10	
19	19		27		24		30		30		13	
20	52		133		239		242		205		84	
