t	3	4	5	6	8	10
1	36		61		63		54		52		16	
2	46		86		86		72		53		21	
3	157		366		447		419		272		112	
4	52		78		85		64		37		14	
5	19		26		29		20		9		4	
6	43		54		49		43		17		7	
7	15		25		27		24		22		11	
8	140		345		407		337		206		119	
9	36		65		53		61		24		10	
10	77		135		145		115		80		50	
11	33		56		56		60		24		10	
12	30		41		36		43		14		6	
13	21		48		32		31		12		5	
14	275		979		986		703		438		165	
15	21		48		43		37		29		21	
16	31		60		57		54		43		16	
17	27		33		34		33		20		7	
18	56		78		72		67		29		11	
19	18		33		32		30		29		14	
20	98		410		385		390		211		91	
