t	3	4	5	6	8	10
1	13		20		52		40		40		25	
2	16		28		47		44		39		22	
3	28		71		172		235		223		109	
4	18		38		41		41		34		13	
5	7		9		14		18		10		4	
6	18		22		28		31		18		6	
7	7		11		20		18		17		10	
8	24		52		143		231		170		109	
9	14		21		35		33		26		8	
10	15		31		63		88		65		45	
11	13		21		35		35		26		8	
12	11		15		24		31		17		6	
13	9		13		19		19		13		5	
14	50		115		299		385		307		152	
15	6		14		32		30		27		18	
16	13		21		38		36		32		15	
17	11		16		24		37		23		7	
18	24		29		45		43		32		9	
19	9		14		24		24		23		13	
20	25		49		140		207		174		81	
