t	3	4	5	6	8	10
1	313		182		199		135		47		33	
2	321		187		191		136		47		31	
3	312		165		191		140		49		30	
4	313		166		189		131		47		31	
5	317		160		191		133		48		30	
6	322		163		193		131		49		32	
7	320		163		189		131		49		31	
8	325		166		195		138		49		31	
9	337		165		198		134		50		31	
10	331		162		195		133		49		31	
11	324		165		196		132		48		30	
12	325		166		198		131		47		31	
13	323		168		198		132		48		31	
14	335		161		201		138		49		31	
15	332		160		203		132		50		31	
16	329		163		198		130		47		31	
17	365		163		192		132		48		31	
18	341		159		195		131		48		31	
19	329		166		193		130		47		30	
20	336		164		195		138		49		31	
