t	70	90	110	130
1	8		26		78		126	
2	13		57		134		433	
3	14		53		150		294	
4	10		48		128		284	
5	9		30		83		177	
6	38		121		198		461	
7	17		41		68		194	
8	15		35		71		240	
9	8		16		50		87	
10	24		78		192		314	
11	8		16		45		88	
12	6		22		66		159	
13	6		34		71		198	
14	35		161		250		566	
15	24		69		134		241	
16	12		60		149		419	
17	8		24		69		122	
18	29		56		88		259	
19	14		48		117		199	
20	31		108		215		406	
