t	8/20	7/20	6/20	5/20
0	1.71238	1.66302	1.64619	1.56901
1	1.65047	1.52827	1.65103	1.47239
2	1.43574	1.42125	1.37441	1.42729
3	1.5402	1.43057	1.49549	1.5773
4	1.64421	1.52122	1.56189	1.50885
5	1.52226	1.50037	1.46805	1.41218
6	1.72182	1.73373	1.72092	1.62018
7	1.48896	1.42981	1.45083	1.47506
8	1.32102	1.35667	1.35325	1.32309
9	1.34923	1.52396	1.50352	1.42689
