t	8/20	7/20	6/20	5/20
0	1.75643	1.65276	1.6854	1.83771
1	1.94994	1.99077	1.67703	1.75144
2	1.93898	1.91625	1.71096	1.93413
3	1.99046	1.94896	1.8803	1.98868
4	2.12644	1.86972	1.82955	2.03338
5	1.71624	1.90574	1.94775	1.97743
6	2.03677	1.62637	1.47789	1.88595
7	1.77667	1.65192	1.7151	1.66022
8	1.88845	1.86158	1.89259	2.05718
9	1.45806	1.53889	1.54712	1.74247
