t	8/20	7/20	6/20	5/20
0	0.980615	1.09208	1.18826	1.28239
1	1.16517	0.951086	1.15911	1.25572
2	1.05752	1.12428	1.25205	1.32827
3	1.01726	1.10809	1.18936	1.33121
4	1.04856	1.09033	1.21129	1.22005
5	1.073	1.16806	1.26901	1.38593
6	0.903754	1.06603	1.15588	1.2672
7	1.0384	1.12288	1.19653	1.27727
8	0.971715	1.0392	1.15412	1.24477
9	1.10876	1.13301	1.22128	1.263
