t	8/20	7/20	6/20	5/20
0	1.63261	1.59628	1.60991	1.72089
1	1.68226	1.6781	1.6781	1.6878
2	1.77108	1.74932	1.71421	1.71606
3	1.72882	1.74131	1.76509	1.84937
4	1.64103	1.77153	1.70161	1.83042
5	1.68997	1.68978	1.69457	1.73129
6	1.60649	1.72106	1.68937	1.74759
7	1.68072	1.68219	1.68219	1.80561
8	1.84884	1.84884	1.82732	1.84916
9	1.65228	1.45484	1.63231	1.6491
