t	8/20	7/20	6/20	5/20
0	2.09831	2.04092	1.99764	1.95822
1	1.84664	1.75535	1.63364	1.61021
2	2.03241	1.92356	1.87638	1.78822
3	1.42016	1.51667	1.49116	1.50958
4	2.04988	1.99461	1.95544	1.87926
5	1.63014	1.61538	1.63658	1.61996
6	1.76667	1.73122	1.67155	1.64305
7	1.66223	1.60887	1.52211	1.48768
8	1.49388	1.84785	1.70948	1.72542
9	1.71857	1.76262	1.71752	1.63516
