t	8/20	7/20	6/20	5/20
0	1.72708	1.68324	1.6206	1.58503
1	1.51608	1.51093	1.55714	1.53176
2	1.65524	1.62901	1.55632	1.55587
3	1.64653	1.60898	1.53857	1.53398
4	1.64085	1.62405	1.56952	1.51483
5	1.58699	1.54744	1.49765	1.48445
6	1.64671	1.5828	1.52596	1.49583
7	1.58637	1.432	1.48342	1.47158
8	1.46621	1.51509	1.48231	1.45566
9	1.57178	1.54283	1.57713	1.52775
