t	8/20	7/20	6/20	5/20
0	1.26941	1.24068	1.23883	1.33268
1	1.21144	1.28009	1.27744	1.29977
2	1.18965	1.23192	1.22664	1.33843
3	1.35237	1.22687	1.27473	1.32358
4	1.11599	1.17295	1.1588	1.22345
5	1.07141	1.20398	1.18966	1.20731
6	1.27539	1.2416	1.25381	1.34109
7	1.24552	1.23109	1.15993	1.31156
8	1.20644	1.34065	1.20014	1.31654
9	1.32833	1.3641	1.33025	1.37885
