t	8/20	7/20	6/20	5/20
0	1.73849	1.73849	1.73849	1.73849
1	1.75615	1.34805	1.50513	1.50513
2	1.57149	1.57149	1.57149	1.57149
3	1.143	1.23823	1.25765	1.34671
4	1.81345	1.69882	1.69882	1.58252
5	1.41692	1.43726	1.46483	1.52757
6	1.4283	1.50752	1.50997	1.50997
7	1.45077	1.45077	1.45077	1.45077
8	1.27661	1.60668	1.60668	1.60668
9	1.46292	1.43511	1.42261	1.42261
