t	8/20	7/20	6/20	5/20
0	1.53894	1.60273	1.4905	1.45872
1	1.66593	1.64714	1.50593	1.42479
2	1.34032	1.40028	1.34095	1.3533
3	1.47944	1.32338	1.34056	1.58564
4	1.72081	1.51477	1.49226	1.47175
5	1.37761	1.45971	1.29616	1.31591
6	1.63199	1.57492	1.61383	1.5494
7	1.40053	1.41627	1.3242	1.35479
8	1.32468	1.34398	1.23174	1.25826
9	1.28491	1.50573	1.33746	1.36906
