t	8/20	7/20	6/20	5/20
0	1.18358	1.28206	1.36539	1.44447
1	1.22521	1.23845	1.25808	1.34339
2	1.36769	1.37616	1.49497	1.51145
3	1.26392	1.35726	1.41019	1.4922
4	1.18527	1.28017	1.39426	1.44883
5	1.23447	1.31282	1.4178	1.46976
6	1.11786	1.22422	1.27957	1.37888
7	1.18976	1.24525	1.25537	1.30977
8	1.13709	1.19518	1.22796	1.33676
9	1.30251	1.39158	1.47445	1.4517
