t	8/20	7/20	6/20	5/20
0	1.60728	1.57619	1.50926	1.50063
1	1.52207	1.5161	1.51131	1.44589
2	1.50462	1.53057	1.44396	1.45432
3	1.40227	1.49993	1.34191	1.40734
4	1.61229	1.54761	1.4356	1.41714
5	1.56985	1.55057	1.42279	1.36455
6	1.77237	1.68896	1.54212	1.49803
7	1.81459	1.68497	1.51772	1.48751
8	1.45516	1.50051	1.42176	1.46725
9	1.65205	1.65205	1.47321	1.57284
