t	8/20	7/20	6/20	5/20
0	1.70076	1.67805	1.6537	1.7961
1	1.83698	1.8147	1.79827	1.74924
2	1.97287	1.83252	1.74374	1.74302
3	1.99651	1.97186	1.83969	1.99329
4	1.91753	1.9396	1.85039	1.90544
5	1.87819	1.93086	1.83393	1.81015
6	1.71538	1.75133	1.75939	1.74624
7	1.84907	1.90494	1.82832	1.85276
8	2.00828	2.01484	1.81845	1.84767
9	1.7651	1.58062	1.74024	1.70663
