t	8/20	7/20	6/20	5/20
0	1.21857	1.21488	1.30567	1.24419
1	1.20517	1.18136	1.26636	1.30533
2	1.14918	1.1586	1.19667	1.25973
3	1.21328	1.22017	1.26284	1.22714
4	1.20261	1.17076	1.17363	1.17764
5	1.24262	1.24499	1.24364	1.24154
6	1.24322	1.21553	1.20415	1.31262
7	1.25008	1.25257	1.24412	1.27111
8	1.21647	1.27911	1.27911	1.31593
9	1.24474	1.35793	1.36824	1.34734
