t	3	4	5	6	8	10
1	62		117		302		529		783		365	
2	51		123		303		534		789		366	
3	50		120		302		527		783		374	
4	50		121		301		536		789		367	
5	50		118		303		533		790		368	
6	50		118		302		523		777		375	
7	49		118		304		528		782		377	
8	50		119		307		523		793		368	
9	52		121		307		528		791		371	
10	51		118		307		522		784		373	
11	51		119		304		532		794		376	
12	50		119		305		524		801		376	
13	50		121		308		529		807		375	
14	53		136		299		526		792		376	
15	52		123		310		530		804		375	
16	50		118		302		523		786		368	
17	52		122		310		544		788		397	
18	51		121		307		533		799		369	
19	52		126		306		541		797		373	
20	51		123		301		536		801		380	
