t	7/20	3/10	5/20	2/10
1	3		7		13		27	
2	4		5		12		30	
3	7		9		16		64	
4	5		5		12		35	
5	3		5		8		14	
6	8		12		18		32	
7	2		2		5		9	
8	7		11		17		69	
9	5		9		14		25	
10	6		7		9		47	
11	5		9		14		25	
12	4		7		11		20	
13	4		6		9		17	
14	11		16		31		124	
15	4		4		6		7	
16	3		4		8		19	
17	5		5		8		21	
18	10		15		23		43	
19	3		3		5		12	
20	7		13		23		49	
