t	3	4	5	6	8	10
1	81		210		433		813		1713		2447	
2	107		287		503		1017		2032		2814	
3	95		246		495		929		1937		2524	
4	97		278		532		1124		2808		4062	
5	100		272		566		1043		2455		3886	
6	83		231		475		974		2882		3907	
7	103		332		686		1365		3195		4568	
8	98		221		496		864		1675		2185	
9	75		199		391		730		1375		1971	
10	95		228		443		734		1818		2535	
11	130		376		712		1370		3155		4365	
12	143		448		1046		2086		5615		7950	
13	101		240		447		815		1676		2127	
14	92		258		467		814		1658		2356	
15	101		245		426		722		1738		2326	
16	80		219		431		765		1744		2455	
17	89		226		475		789		1966		2735	
18	109		297		546		929		2010		3115	
19	108		260		470		797		1529		2463	
20	87		210		362		576		1150		1781	
