t	70	80	90	100
0	0.666667	0.738806	0.626374	0.776978
1	0.386861	0.723684	0.728972	0.711111
2	0.666667	0.905882	0.905882	0.744681
3	0.452962	0.708571	0.929577	0.825
4	0.733333	0.675978	0.666667	0.743902
5	0.401274	0.593333	0.769841	0.82906
6	0.611111	0.607843	0.75969	0.972222
7	0.650407	0.684685	0.873563	0.782609
8	0.65272	0.723684	0.91866	0.820276
9	0.741007	0.808511	0.707317	0.796992
10	0.737226	0.627219	0.896825	0.902655
11	0.865979	0.717949	0.775701	0.871795
12	0.642308	0.589041	0.887931	0.930435
13	0.65641	0.623656	0.863309	0.502262
14	0.741627	0.641975	0.847222	0.894231
15	0.648221	0.850467	0.917582	0.896552
16	0.54321	0.84	0.861635	1
17	0.795455	1	0.993333	0.946667
18	0.405882	0.790698	1	0.850467
19	0.507463	0.810219	0.795082	0.95098
