t	70	80	90	100
0	0.5	0.375	0.390625	0.365854
1	0.238806	0.238806	0.238806	0.367647
2	0.333333	0.328125	0.362069	0.362069
3	0.0857143	0.15	0.0857143	0.0857143
4	0.28	1	1	1
5	1	0.684211	0.684211	0.40625
6	0.733333	0.633333	0.431818	0.633333
7	0.602273	0.654762	0.595238	0.630952
8	0.568182	0.568182	0.568182	0.568182
9	0.25	0.25	0.125	0.0967742
10	0.621212	0.621212	0.891304	0.621212
11	0.371429	0.371429	0.371429	0.371429
12	0.735294	0.931034	0.453125	1
13	0.186047	0.484848	0.516129	0.516129
14	0.561644	0.557143	0.529412	1
15	0.695122	0.695122	0.695122	0.707317
16	0.911111	1	0.911111	0.729167
17	0.571429	0.285714	1	1
18	1	1	0.227273	0.5
19	0.3125	0.15625	0.0892857	0.111111
