t	70	80	90	100
0	0.56	0.630435	0.455026	0.458333
1	0.285714	0.0909091	0.25	1
2	0.72093	0.688889	0.402174	0.576923
3	0.527027	0.333333	1	1
4	0.647059	0.211538	1	1
5	1	1	1	0.110345
6	0.666667	0.740741	0.41954	1
7	0.40625	0.615385	0.489583	0.575758
8	0.620915	0.620915	0.426009	0.517413
9	0.0641026	0.0634921	0.0595238	0.0222222
10	0.529412	0.490099	0.490099	0.483051
11	0.401361	0.36036	0.357143	0.480392
12	0.4625	0.711538	0.48855	1
13	0.56	0.66	0.377551	1
14	1	1	0.824561	0.580247
15	0.347418	0.286885	1	1
16	0.633745	0.489712	0.351695	0.272031
17	1	1	0.426667	0.277311
18	0.886364	0.886364	0.8125	0.551282
19	0.270833	1	1	0.3125
