t	70	80	90	100
0	0.880309	0.971831	0.851449	0.759582
1	0.743421	0.693431	0.710938	0.4
2	0.816901	0.746914	0.902098	0.706215
3	0.89916	0.73224	0.587302	0.724138
4	1.09091	1	0.585366	0.25974
5	0.670455	0.763636	0.68125	0.553922
6	0.945274	0.583643	0.592834	0.618893
7	0.772358	0.791667	0.781116	0.734317
8	0.726667	0.872131	0.740947	0.914373
9	0.881818	0.507143	0.57	0.389474
10	0.885714	0.902736	0.894578	0.948052
11	1	1	0.906832	0.946667
12	0.987013	1	0.832536	0.588235
13	0.768116	0.84058	0.673333	0.789855
14	0.603333	0.753968	0.746988	0.762712
15	0.889855	0.816024	0.708207	0.664615
16	0.918079	0.935829	0.939306	0.830028
17	0.720779	0.896104	0.548837	0.819095
18	1	0.983607	1	0.616766
19	0.785276	0.925676	0.714286	0.748148
