t	70	80	90	100
0	0.857143	0.761538	0.883721	0.990826
1	0.557895	0.705128	0.678261	0.615385
2	0.648148	0.905882	1	0.744681
3	0.822785	0.939394	0.929577	0.956522
4	0.75625	0.775641	0.767296	0.685393
5	0.5625	0.741667	0.82906	0.906542
6	0.769231	0.744	0.784	1.07143
7	0.860215	0.684685	0.71028	0.878049
8	0.852459	0.73991	0.945813	0.994413
9	0.628049	0.686747	0.828571	0.796992
10	0.801587	0.779412	0.795775	0.772727
11	0.988235	0.556291	0.592857	0.6375
12	0.488304	0.625455	0.741007	0.792593
13	0.621359	0.623656	0.731707	0.810219
14	0.811518	0.825397	0.963158	0.849315
15	0.633205	0.892157	1.12081	1.1519
16	0.785714	0.84	1	1
17	0.636364	0.920245	0.993333	0.910256
18	0.657143	0.62963	1	0.455
19	0.62963	0.822222	0.655405	0.815126
