t	70	80	90	100
0	0.64557	0.57732	0.468468	0.607143
1	0.774194	0.821429	0.68	0.345455
2	0.789474	0.893617	0.522727	0.52
3	1	0.901515	0.595238	0.375
4	0.53	0.659794	0.563636	0.783505
5	0.362319	0.818182	0.5	0.392857
6	0.428571	0.629213	0.6	0.21875
7	0.419753	0.721311	0.636364	0.434211
8	0.806667	0.965517	0.871429	0.713415
9	0.543478	0.924242	0.303448	0.506024
10	1	0.811881	0.666667	0.873418
11	0.65	0.531532	1	1
12	0.985612	0.847716	0.795181	0.722892
13	0.793478	0.769231	0.769231	0.731481
14	0.920635	0.734177	0.78	1
15	0.530769	0.41954	0.510204	0.566879
16	0.92381	0.850467	0.825	0.81
17	0.637584	0.558442	0.682692	0.520548
18	0.939394	0.969697	0.666667	0.377358
19	0.697368	0.634615	0.461538	0.528846
