t	70	80	90	100
0	0.5	0.566038	0.390625	0.365854
1	0.333333	0.333333	0.333333	0.520833
2	0.333333	0.328125	0.362069	0.362069
3	0.15	1	0.15	0.15
4	1	1	1	1
5	1	1	1	1
6	0.198198	0.171171	0.171171	0.0852018
7	0.630952	0.654762	0.595238	0.630952
8	0.390625	0.229358	0.297619	0.806452
9	0.0989011	0.0989011	0.15	1
10	0.891304	0.891304	0.891304	0.891304
11	0.722222	0.152941	0.382353	0.152941
12	0.862069	0.931034	1	1
13	0.615385	0.5	0.615385	0.484848
14	0.401961	0.438202	1	1
15	1	1	1	0.229249
16	0.911111	0.854167	0.911111	0.729167
17	1	1	1	0.0228571
18	1	1	1	1
19	0.416667	0.5	0.5	0.15625
