t	8/20	7/20	6/20	5/20
0	1.87714	1.87714	1.87714	1.87714
1	1.76691	1.83726	2.16953	2.13798
2	1.71915	1.77651	1.77651	2.0238
3	2.09333	2.20457	2.20457	2.17641
4	1.71984	1.96022	1.86557	2.0192
5	1.69434	1.93629	1.93629	1.93629
6	1.99512	1.99512	1.99512	1.99512
7	1.63301	1.77689	1.77689	1.92298
8	1.85692	1.85633	1.84909	1.85161
9	2.19933	2.15146	2.15146	2.19933
