t	8/20	7/20	6/20	5/20
0	2.15675	2.14289	1.86068	1.96828
1	1.78944	1.89616	1.59695	1.73585
2	2.01058	1.95722	1.94404	1.76107
3	2.01445	2.01088	1.74563	1.75382
4	1.96858	1.78304	1.73239	1.66637
5	2.08577	1.89266	1.84166	1.74622
6	2.13492	2.13492	1.96551	1.84923
7	2.15937	2.07216	1.90322	1.72429
8	2.08373	2.07802	1.73796	1.80177
9	1.81023	1.74425	1.77289	1.45672
