t	8/20	7/20	6/20	5/20
0	1.15346	1.16285	1.32502	1.35467
1	1.40788	1.2937	1.31964	1.32734
2	1.35677	1.31477	1.27964	1.33076
3	1.51423	1.3547	1.35169	1.38474
4	1.28895	1.25149	1.33435	1.34774
5	1.5373	1.42873	1.37078	1.33415
6	1.31368	1.336	1.32337	1.31631
7	1.59281	1.37875	1.39067	1.26842
8	1.55777	1.40032	1.38679	1.37779
9	1.51215	1.45733	1.37974	1.35775
