t	8/20	7/20	6/20	5/20
0	1.78195	1.73158	1.72919	1.75665
1	1.69567	1.82503	1.87481	1.89833
2	1.80252	1.79807	1.79178	1.82709
3	1.86791	1.7886	1.89046	1.82941
4	1.94485	1.82127	1.74678	1.7792
5	1.76368	1.81708	1.78236	1.82075
6	1.75285	1.68092	1.7052	1.73899
7	1.78343	1.74554	1.75911	1.82984
8	1.89812	1.94299	2.00187	1.97586
9	1.88945	2.02514	1.94381	1.96123
