t	8/20	7/20	6/20	5/20
0	1.32775	1.25775	1.23389	1.21981
1	1.32871	1.37617	1.36308	1.31882
2	1.32408	1.28665	1.30043	1.25234
3	1.27332	1.23845	1.31876	1.31048
4	1.4387	1.3823	1.41537	1.33252
5	1.45982	1.4341	1.34611	1.33524
6	1.26021	1.32539	1.30079	1.29914
7	1.40952	1.40932	1.37543	1.29297
8	1.3925	1.23864	1.32139	1.33914
9	1.35681	1.33062	1.31897	1.32956
