t	8/20	7/20	6/20	5/20
0	1.10338	1.11705	1.14587	1.1818
1	1.02417	1.07246	1.11118	1.11736
2	1.05169	1.06704	1.10584	1.13838
3	1.20271	1.21073	1.24346	1.24919
4	1.11599	1.14843	1.17176	1.22635
5	1.13256	1.15226	1.18285	1.22044
6	1.18101	1.23028	1.23769	1.26
7	1.19099	1.20278	1.22821	1.24427
8	1.13878	1.17926	1.22988	1.28867
9	1.09077	1.14786	1.15467	1.17804
