t	8/20	7/20	6/20	5/20
0	1.15213	1.12815	1.19069	1.22075
1	1.1003	1.11314	1.14474	1.18563
2	1.12377	1.11398	1.15221	1.19935
3	1.18031	1.13705	1.18559	1.25391
4	1.11862	1.14297	1.14635	1.17609
5	1.1698	1.17793	1.20297	1.26911
6	1.14237	1.15136	1.15205	1.20595
7	1.13714	1.13997	1.21138	1.23508
8	1.15879	1.13888	1.17808	1.22056
9	1.12721	1.11144	1.15521	1.17836
