t	8/20	7/20	6/20	5/20
0	1.46267	1.42015	1.38961	1.36144
1	1.47889	1.4474	1.42963	1.37144
2	1.46455	1.42181	1.41074	1.384
3	1.48798	1.41443	1.40427	1.39924
4	1.51635	1.47396	1.39573	1.35593
5	1.37788	1.50721	1.45756	1.40349
6	1.45776	1.42937	1.3892	1.36469
7	1.47294	1.43905	1.39459	1.41937
8	1.35226	1.36196	1.31362	1.31487
9	1.32336	1.28505	1.33862	1.28007
