t	8/20	7/20	6/20	5/20
0	1.41736	1.35102	1.31291	1.42357
1	1.50366	1.45141	1.4119	1.36926
2	1.52298	1.37858	1.41338	1.31522
3	1.23026	1.2053	1.38118	1.3458
4	1.32649	1.42502	1.44566	1.44322
5	1.38	1.35661	1.35669	1.44795
6	1.32299	1.36624	1.28242	1.27396
7	1.25134	1.32693	1.44263	1.54122
8	1.24054	1.28371	1.26719	1.28529
9	1.31274	1.32029	1.28679	1.38029
