t	8/20	7/20	6/20	5/20
0	1.1175	1.22273	1.33691	1.39591
1	1.42844	1.49457	1.51882	1.57389
2	1.19199	1.276	1.38929	1.52095
3	1.15556	1.32654	1.40942	1.4175
4	1.24647	1.45229	1.5059	1.63704
5	1.08048	1.20881	1.32136	1.43475
6	1.18834	1.27218	1.36922	1.4008
7	1.11864	1.28298	1.3682	1.49938
8	1.19729	1.3535	1.46849	1.49149
9	1.38102	1.47592	1.54703	1.6411
