t	8/20	7/20	6/20	5/20
0	1.18192	1.09294	1.19862	1.21296
1	1.07906	1.13148	1.13983	1.18977
2	1.15079	1.24371	1.24963	1.23434
3	1.20012	1.12578	1.26733	1.25042
4	1.26481	1.24536	1.26177	1.2217
5	1.14347	1.19006	1.17754	1.21712
6	1.19139	1.10268	1.22339	1.25582
7	1.28588	1.28588	1.28278	1.28748
8	1.26132	1.2256	1.23238	1.23303
9	1.22839	1.22511	1.2494	1.21569
